"STATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"71624099999","2020-02-08","   3.1","000000"," 21.0","  21.2","   5.0"," 15.9"," 0.00","1017.8","  3.5","995.5","  13.5"," 15.0","  8.3"
"71624099999","2020-02-09","  16.1","001000"," 18.1","  33.8","  13.3"," 12.0"," 0.01","1027.9","  1.6","005.7","  21.7"," 12.4","  7.3"
"71624099999","2020-02-10","  30.5","011000"," 24.1","  37.4","  32.0"," 17.1"," 0.33","1016.9","  4.7","995.3","  34.2"," 10.0","  9.7"
"71624099999","2020-02-11","  24.6","000000"," 17.1","  35.6","  30.2"," 11.1"," 0.00","1016.6","999.9","995.0","  32.7"," 15.0","  6.4"
"71624099999","2020-02-12","  20.6","001000"," 22.0","  35.8","  23.7"," 15.0"," 0.00","1018.0","  1.2","996.3","  30.1"," 15.0"," 10.1"
"71624099999","2020-02-13","  23.0","001000"," 22.0","  33.8","  15.8"," 13.0"," 0.15","1009.4","  2.8","987.7","  27.9","  7.4","  7.9"
"71624099999","2020-02-14","  -5.4","000000"," 27.0","  14.5","  -5.8"," 22.0"," 0.02","1028.9","  2.8","006.1","   5.2"," 15.0","  9.4"
"71624099999","2020-02-15","   8.1","000000"," 24.1","  28.4","  10.4"," 19.0"," 0.00","1029.9","  1.2","007.5","  18.5"," 15.0"," 12.6"
"71624099999","2020-02-16","  23.9","001000"," 31.1","  37.4","  29.3"," 21.0"," 0.01","1016.8","  0.8","995.3","  32.8"," 13.7"," 10.4"
"71624099999","2020-02-17","  17.9","000000"," 15.9","  37.4","  21.2","  9.9"," 0.00","1023.9","  0.4","002.0","  27.2"," 15.0","  6.8"
"71624099999","2020-02-18","  29.1","011000"," 31.1","  41.4","  21.2"," 18.1"," 0.27","1016.1","  2.0","994.6","  33.6","  9.0"," 11.7"
"71624099999","2020-02-19","  16.1","001000"," 29.9","  35.8","  24.8"," 22.0"," 0.00","1024.9","  0.4","003.0","  29.0"," 15.0"," 13.1"
"71624099999","2020-02-20","   8.8","001000"," 19.0","  30.6","  16.3"," 14.0"," 0.00","1032.7","  0.4","010.3","  20.1"," 14.6","  7.6"
"71624099999","2020-02-21","   8.5","000000"," 25.1","  32.5","  12.2"," 15.9"," 0.00","1031.9","999.9","009.5","  20.3"," 15.0","  9.8"
"71624099999","2020-02-22","  17.4","000000"," 25.1","  42.8","  24.4"," 15.0"," 0.00","1022.1","999.9","000.3","  31.2"," 15.0"," 10.7"
"71624099999","2020-02-23","  23.9","000000"," 24.1","  48.2","  31.6"," 15.9"," 0.00","1017.5","999.9","996.1","  38.1"," 15.0"," 11.0"
"71624099999","2020-02-24","  27.9","000000"," 21.0","  48.7","  30.7"," 14.0"," 0.00","1012.4","999.9","991.3","  41.0"," 15.0","  8.3"
"71624099999","2020-02-25","  30.5","011000"," 17.1","  48.7","  30.7"," 14.0"," 0.09","1014.1","  0.4","992.7","  36.9"," 11.4"," 10.2"
"71624099999","2020-02-26","  27.0","001000"," 20.0","  37.4","  28.4"," 17.1"," 0.20","1013.9","  2.4","992.4","  32.6","  7.7"," 12.7"
"71624099999","2020-02-27","  19.5","001000"," 42.0","  28.6","  21.2"," 29.9"," 0.32","1002.1","  5.1","980.5","  24.5","  5.5"," 17.6"
"71624099999","2020-02-28","  13.7","001000"," 33.0","  25.7","  20.1"," 24.1"," 0.02","1005.0","  4.3","983.3","  22.4"," 13.8"," 17.8"
"71624099999","2020-02-29","   6.9","001000"," 21.0","  25.3","   6.8"," 20.0"," 0.06","1013.0","  4.7","990.9","  15.8"," 12.1","  9.5"
"71624099999","2020-03-01","  13.9","000000"," 21.0","  37.4","  14.0"," 17.1"," 0.00","1019.4","  4.3","997.4","  23.9"," 15.0","  7.9"
"71624099999","2020-03-02","  32.4","010000"," 24.1","  44.6","  33.4"," 17.1"," 0.00","1006.8","  0.4","985.7","  39.9"," 13.3","  9.4"
"71624099999","2020-03-03","  34.1","010000","999.9","  44.2","  33.4"," 14.0"," 0.02","1002.3","  0.4","981.2","  36.8","  8.9","  7.7"
"71624099999","2020-03-04","  30.7","011000"," 28.0","  42.8","  32.7"," 22.9"," 0.34","1004.9","  0.4","983.7","  36.9"," 14.1"," 10.0"
"71624099999","2020-03-05","  21.6","000000"," 29.9","  42.8","  25.7"," 18.1"," 0.00","1018.2","  0.4","996.7","  34.8"," 15.0","  9.4"
"71624099999","2020-03-06","  27.9","011000"," 25.1","  42.6","  25.7"," 15.9"," 0.09","1014.4","  0.8","993.0","  33.9"," 11.4","  9.9"
"71624099999","2020-03-07","  15.2","000000"," 22.0","  37.9","  19.4"," 14.0"," 0.00","1029.8","999.9","007.9","  29.0"," 15.0","  7.4"
"71624099999","2020-03-08","  24.9","000000"," 22.9","  53.6","  32.0"," 20.0"," 0.00","1027.0","999.9","005.5","  40.1"," 15.0"," 11.7"
"71624099999","2020-03-09","  31.2","000000"," 24.1","  63.0","  32.7"," 18.1"," 0.00","1020.5","999.9","999.5","  52.7"," 15.0"," 12.5"
"71624099999","2020-03-10","  42.5","010000"," 28.0","  57.2","  35.6"," 21.0"," 0.14","1014.0","999.9","993.1","  49.2"," 12.1"," 13.6"
"71624099999","2020-03-11","  24.1","000000"," 20.0","  38.1","  28.4"," 15.0"," 0.00","1021.5","999.9","999.9","  33.6"," 15.0","  7.7"
"71624099999","2020-03-12","  28.5","000000"," 19.0","  41.2","  32.0"," 13.0"," 0.00","1017.3","999.9","995.8","  35.3"," 15.0","  9.0"
"71624099999","2020-03-13","  31.6","010000"," 38.1","  47.1","  32.0"," 27.0"," 0.11","1008.5","999.9","987.4","  41.6"," 14.0"," 15.2"
"71624099999","2020-03-14","  23.8","000000"," 33.0","  45.1","  32.4"," 22.9"," 0.00","1027.6","999.9","006.0","  36.6"," 15.0"," 11.5"
"71624099999","2020-03-15","  13.9","000000"," 20.0","  38.7","  25.0"," 15.0"," 0.00","1035.9","999.9","013.9","  31.9"," 15.0","  9.2"
"71624099999","2020-03-16","  13.9","000000"," 22.9","  39.2","  23.0"," 15.0"," 0.00","1032.8","999.9","010.8","  31.0"," 15.0","  9.6"
"71624099999","2020-03-17","  30.5","011000"," 29.9","  46.4","  32.0"," 21.0"," 0.04","1019.3","999.9","997.9","  38.5"," 11.7"," 11.9"
"71624099999","2020-03-18","  18.9","000000"," 21.0","  47.5","  26.6"," 15.0"," 0.00","1028.3","999.9","006.6","  34.2"," 15.0","  7.8"
"71624099999","2020-03-19","  31.8","011000"," 22.0","  44.6","  26.6"," 17.1"," 0.04","1022.4","999.9","000.9","  39.7"," 12.3","  9.8"
"71624099999","2020-03-20","  44.0","110000"," 42.0","  64.4","  33.8"," 34.0"," 0.24","1008.2","999.9","987.4","  48.3","  9.7"," 16.5"
"71624099999","2020-03-21","  10.3","000000"," 32.1","  33.8","  17.2"," 24.1"," 0.00","1031.5","999.9","009.5","  25.9"," 15.0"," 12.1"
"71624099999","2020-03-22","  12.9","001000"," 26.0","  33.3","  16.9"," 19.0"," 0.00","1037.6","999.9","015.4","  25.8"," 15.0"," 11.4"
"71624099999","2020-03-23","  29.8","011000"," 22.0","  39.2","  28.4"," 15.0"," 0.23","1024.3","  0.4","002.6","  34.2","  8.4","  8.6"
"71624099999","2020-03-24","  31.6","000000"," 17.1","  41.0","  33.8"," 12.0"," 0.09","1022.3","999.9","000.8","  37.4"," 15.0","  6.2"
"71624099999","2020-03-25","  32.1","000000"," 19.0","  50.0","  33.8"," 14.0"," 0.00","1016.9","999.9","995.6","  39.2"," 15.0","  8.4"
"71624099999","2020-03-26","  38.0","000000"," 19.0","  55.9","  34.9"," 15.9"," 0.00","1011.4","999.9","990.4","  44.1"," 14.0","  8.4"
"71624099999","2020-03-27","  33.1","000000"," 20.0","  55.9","  34.2"," 14.0"," 0.00","1014.7","999.9","993.5","  39.6"," 15.0","  7.9"
"71624099999","2020-03-28","  34.1","010000"," 28.0","  48.4","  34.2"," 22.9"," 0.00","1015.1","999.9","993.9","  40.7"," 14.4"," 12.9"
"71624099999","2020-03-29","  42.9","010000"," 39.0","  64.4","  41.0"," 27.0"," 0.57","1006.5","999.9","985.6","  46.6","  7.1"," 14.6"
"71624099999","2020-03-30","  39.0","010000"," 27.0","  64.4","  41.0"," 18.1"," 0.10","1008.8","999.9","987.9","  46.1"," 14.8","  9.7"
"71624099999","2020-03-31","  38.4","010000"," 24.1","  43.0","  39.2"," 19.0"," 0.02","1016.1","999.9","994.9","  41.2","  9.5"," 10.1"
"71624099999","2020-04-01","  27.5","010000"," 19.0","  50.4","  33.8"," 15.9"," 0.00","1015.3","999.9","994.1","  42.5"," 15.0"," 10.1"
"71624099999","2020-04-02","  23.1","000000"," 22.0","  57.2","  35.6"," 15.9"," 0.00","1015.4","999.9","994.3","  45.9"," 15.0","  8.4"
"71624099999","2020-04-03","  29.3","010000"," 20.0","  58.1","  35.6"," 13.0"," 0.00","1015.9","999.9","994.8","  43.6"," 15.0","  8.4"
"71624099999","2020-04-04","  40.8","010000"," 15.9","  52.2","  35.6","  9.9"," 0.00","1017.5","999.9","996.4","  45.6"," 14.4","  6.5"
"71624099999","2020-04-05","  37.9","010000"," 19.0","  52.2","  41.5"," 13.0"," 0.01","1017.9","999.9","996.8","  46.5"," 15.0","  7.8"
"71624099999","2020-04-06","  29.2","000000"," 20.0","  57.2","  32.0"," 15.9"," 0.00","1020.4","999.9","999.1","  42.4"," 15.0","  7.1"
"71624099999","2020-04-07","  27.4","010000"," 19.0","  57.7","  31.3"," 15.0"," 0.00","1013.2","999.9","992.3","  50.2"," 15.0","  7.3"
"71624099999","2020-04-08","  39.0","010010"," 25.1","  57.4","  39.4"," 17.1"," 0.24","1003.9","999.9","983.1","  47.1"," 14.2","  9.5"
"71624099999","2020-04-09","  32.0","011000"," 33.0","  57.0","  33.6"," 27.0"," 0.43"," 997.1","999.9","976.4","  44.8"," 12.5"," 14.3"
"71624099999","2020-04-10","  24.5","000000"," 35.0","  48.7","  32.9"," 24.1"," 0.00","1000.6","999.9","979.6","  38.2"," 15.0"," 19.4"
"71624099999","2020-04-11","  22.2","000000"," 32.1","  48.2","  30.2"," 21.0"," 0.00","1012.7","999.9","991.4","  37.9"," 15.0"," 11.3"
"71624099999","2020-04-12","  32.3","010000"," 20.0","  57.2","  39.0"," 14.0"," 0.00","1013.0","999.9","992.0","  44.9"," 15.0","  7.2"
"71624099999","2020-04-13","  43.7","010000"," 40.0","  59.0","  41.0"," 32.1"," 0.53"," 998.3","999.9","977.7","  50.3"," 10.9"," 13.6"
"71624099999","2020-04-14","  23.4","011000"," 35.0","  43.5","  30.2"," 24.1"," 0.00","1016.2","  0.4","994.9","  37.5"," 14.2"," 11.7"
"71624099999","2020-04-15","  19.7","001000"," 22.9","  44.6","  23.4"," 17.1"," 0.00","1015.6","999.9","994.1","  32.6"," 16.1","  9.2"
"71624099999","2020-04-16","  16.6","011000"," 29.9","  40.8","  23.4"," 22.9"," 0.00","1019.6","999.9","998.0","  31.6"," 14.5"," 10.5"
"71624099999","2020-04-17","  20.5","000000"," 25.1","  43.2","  23.4"," 19.0"," 0.00","1021.0","999.9","999.4","  34.7"," 15.0"," 10.0"
"71624099999","2020-04-18","  26.6","000000"," 26.0","  52.3","  26.6"," 15.9"," 0.00","1012.9","999.9","991.6","  38.1"," 15.0","  8.6"
"71624099999","2020-04-19","  34.7","010000"," 26.0","  54.1","  42.6"," 22.9"," 0.02","1005.6","999.9","984.7","  46.2"," 14.6"," 12.8"
"71624099999","2020-04-20","  23.2","000000"," 20.0","  56.5","  25.5"," 15.0"," 0.00","1008.9","999.9","987.7","  35.5"," 15.0","  7.9"
"71624099999","2020-04-21","  25.6","011000"," 41.0","  46.6","  25.5"," 29.9"," 0.04"," 999.3","999.9","978.3","  38.1"," 14.0"," 17.6"
"71624099999","2020-04-22","  15.9","000000"," 36.9","  46.6","  27.1"," 26.0"," 0.00","1013.2","999.9","991.8","  33.6"," 15.0"," 17.2"
"71624099999","2020-04-23","  14.5","000000"," 22.9","  43.2","  27.1"," 18.1"," 0.00","1016.2","999.9","994.7","  35.5"," 15.0"," 10.1"
"71624099999","2020-04-24","  20.2","010000"," 21.0","  50.5","  28.9"," 15.0"," 0.00","1010.9","999.9","989.9","  43.5"," 15.0"," 11.8"
"71624099999","2020-04-25","  24.8","000000"," 22.9","  55.9","  33.8"," 15.9"," 0.00","1017.1","999.9","995.9","  44.9"," 15.0","  8.6"
"71624099999","2020-04-26","  24.7","010000"," 32.1","  52.0","  48.0"," 22.9"," 0.01","1015.5","999.9","994.6","  49.8"," 14.5"," 16.5"
"71624099999","2020-04-27","  30.1","010000"," 24.1","  57.7","  38.1"," 18.1"," 0.07","1019.5","999.9","998.4","  47.7"," 15.0"," 10.2"
"71624099999","2020-04-28","  35.1","010000"," 24.1","  57.7","  38.1"," 17.1"," 0.00","1018.2","999.9","997.2","  49.4"," 15.0"," 10.5"
"71624099999","2020-04-29","  37.2","010000"," 33.0","  55.9","  45.1"," 25.1"," 0.00","1012.6","999.9","991.8","  49.7"," 15.0"," 16.2"
"71624099999","2020-04-30","  49.3","010000"," 28.9","  57.6","  46.2"," 19.0"," 0.28","1004.6","999.9","984.0","  52.8","  8.7","  9.7"
"71624099999","2020-05-01","  45.9","010000"," 22.9","  60.8","  46.4"," 11.1"," 0.05","1008.5","999.9","987.8","  51.6"," 11.2","  7.5"
"71624099999","2020-05-02","  36.6","010000"," 20.0","  60.3","  42.1"," 15.0"," 0.00","1014.5","999.9","993.8","  53.0"," 14.8","  6.7"
"71624099999","2020-05-03","  42.5","000000"," 28.0","  68.7","  44.6"," 21.0"," 0.02","1007.2","999.9","986.7","  56.9"," 15.0","  9.9"
"71624099999","2020-05-04","  32.8","000000"," 27.0","  57.7","  42.3"," 19.0"," 0.00","1012.2","999.9","991.3","  48.3"," 15.0"," 14.8"
"71624099999","2020-05-05","  21.0","000000","999.9","  52.5","  30.7"," 18.1"," 0.00","1017.7","999.9","996.4","  40.9"," 15.0","  8.0"
"71624099999","2020-05-06","  23.4","000000"," 19.0","  54.5","  30.7"," 12.0"," 0.00","1013.9","999.9","992.8","  45.0"," 15.0","  8.0"
"71624099999","2020-05-07","  23.7","010000"," 31.1","  56.5","  36.7"," 22.9"," 0.02","1010.1","999.9","989.2","  47.4"," 15.0"," 10.5"
"71624099999","2020-05-08","  17.9","001000"," 28.9","  56.5","  30.7"," 20.0"," 0.00","1011.1","999.9","989.8","  37.1"," 15.0"," 11.8"
"71624099999","2020-05-09","  19.2","011000"," 34.0","  42.8","  24.8"," 26.0"," 0.02","1014.1","999.9","992.7","  33.5"," 14.8"," 14.8"
"71624099999","2020-05-10","  27.7","010000"," 26.0","  46.4","  32.0"," 17.1"," 0.02","1015.7","999.9","994.4","  39.1"," 15.0","  7.4"
"71624099999","2020-05-11","  32.7","011000"," 21.0","  46.8","  29.5"," 20.0"," 0.28","1013.5","999.9","992.3","  39.5"," 11.8"," 10.0"
"71624099999","2020-05-12","  21.4","000000"," 25.1","  48.2","  26.6"," 18.1"," 0.00","1019.2","999.9","997.8","  37.8"," 15.0"," 10.1"
"71624099999","2020-05-13","  21.6","000000","999.9","  55.4","  26.6"," 15.9"," 0.00","1025.9","999.9","004.4","  41.6"," 15.0","  7.2"
"71624099999","2020-05-14","  29.1","010000","999.9","  53.6","  42.8","  8.9"," 0.00","1022.3","999.9","001.1","  47.7"," 14.2","  4.8"
"71624099999","2020-05-15","  50.6","110000","999.9","  66.2","  45.9"," 15.9"," 0.24","1011.3","999.9","990.6","  52.4","  5.7","  4.8"
"71624099999","2020-05-16","  47.2","000000"," 17.1","  66.4","  45.5"," 14.0"," 0.03","1019.6","999.9","998.7","  54.0"," 14.0","  7.3"
"71624099999","2020-05-17","  43.0","010000"," 26.0","  62.4","  45.1"," 15.9"," 0.00","1023.0","999.9","002.0","  54.3"," 15.0","  7.9"
"71624099999","2020-05-18","  50.0","010000"," 27.0","  61.3","  45.1"," 19.0"," 0.38","1019.8","999.9","999.0","  54.4"," 11.4"," 12.1"
"71624099999","2020-05-19","  35.8","010000"," 27.0","  62.8","  52.2"," 17.1"," 0.13","1021.9","999.9","001.2","  58.5"," 14.6"," 12.9"
"71624099999","2020-05-20","  36.7","000000"," 20.0","  66.2","  50.0"," 12.0"," 0.00","1026.2","999.9","005.4","  60.2"," 15.0","  9.0"
"71624099999","2020-05-21","  31.2","000000","999.9","  68.4","  48.2"," 11.1"," 0.00","1025.0","999.9","004.2","  59.2"," 15.0","  4.6"
"71624099999","2020-05-22","  36.3","000000","999.9","  75.0","  45.5","  8.9"," 0.00","1019.4","999.9","998.8","  61.9"," 15.0","  4.0"
"71624099999","2020-05-23","  54.3","000000","999.9","  76.3","  49.3","  9.9"," 0.00","1016.6","999.9","996.3","  67.3"," 15.0","  5.7"
"71624099999","2020-05-24","  57.8","000000"," 17.1","  78.8","  60.1"," 14.0"," 0.00","1017.2","999.9","996.8","  68.3"," 15.0","  6.4"
"71624099999","2020-05-25","  63.3","010000"," 18.1","  86.0","  64.4"," 11.1"," 0.02","1015.3","999.9","995.2","  74.7"," 15.0","  6.9"
"71624099999","2020-05-26","  63.0","000000"," 18.1","  87.8","  62.2"," 12.0"," 0.00","1018.1","999.9","998.0","  75.4"," 14.5","  4.9"
"71624099999","2020-05-27","  62.5","000000","999.9","  87.8","  61.5","  9.9"," 0.00","1017.9","999.9","997.8","  75.5"," 14.8","  5.3"
"71624099999","2020-05-28","  61.8","010000","999.9","  77.0","  66.2","  7.0"," 0.09","1014.8","999.9","994.6","  69.2"," 12.2","  4.3"
"71624099999","2020-05-29","  63.8","110010"," 32.1","  77.0","  62.6"," 24.1"," 0.20","1009.5","999.9","989.3","  68.4"," 11.8","  9.3"
"71624099999","2020-05-30","  50.5","010000"," 28.0","  78.3","  51.3"," 22.0"," 0.20","1014.1","999.9","993.5","  58.3"," 15.0"," 10.8"
"71624099999","2020-05-31","  36.4","000000"," 24.1","  65.7","  43.9"," 15.9"," 0.00","1022.2","999.9","001.2","  52.2"," 15.0"," 10.6"
"71624099999","2020-06-01","  37.2","010000"," 28.0","  73.9","  46.4"," 20.0"," 0.01","1022.4","999.9","001.6","  59.6"," 15.0"," 10.0"
"71624099999","2020-06-02","  48.8","010000"," 15.9","  77.0","  55.4"," 13.0"," 0.03","1013.2","999.9","992.9","  65.1"," 14.6","  7.7"
"71624099999","2020-06-03","  59.7","010010"," 25.1","  81.0","  55.2"," 19.0"," 0.59","1004.0","999.9","983.9","  69.0"," 12.3","  9.6"
"71624099999","2020-06-04","  56.6","000000"," 22.0","  86.0","  60.4"," 14.0"," 0.00","1007.0","999.9","987.1","  72.6"," 15.0","  7.1"
"71624099999","2020-06-05","  61.4","010010"," 32.1","  86.0","  60.1"," 20.0"," 0.00","1009.0","999.9","989.0","  73.4"," 14.6","  6.0"
"71624099999","2020-06-06","  53.0","010000"," 27.0","  82.9","  61.2"," 19.0"," 0.10","1010.8","999.9","990.6","  70.3"," 14.8"," 11.3"
"71624099999","2020-06-07","  46.3","000000"," 24.1","  68.7","  51.8"," 18.1"," 0.00","1017.6","999.9","997.1","  61.9"," 15.0"," 10.8"
"71624099999","2020-06-08","  44.5","000000","999.9","  73.4","  50.0"," 11.1"," 0.00","1018.8","999.9","998.2","  61.4"," 15.0","  7.1"
"71624099999","2020-06-09","  51.3","000000"," 15.9","  87.8","  61.9"," 11.1"," 0.00","1012.7","999.9","992.6","  73.5"," 15.0","  5.7"
"71624099999","2020-06-10","  62.7","010010"," 28.0","  89.6","  62.6"," 21.0"," 0.29","1006.8","999.9","986.9","  75.5"," 14.5","  9.1"
"71624099999","2020-06-11","  57.4","010010"," 36.9","  89.8","  59.7"," 27.0"," 0.67","1008.9","999.9","988.8","  68.9"," 13.9"," 15.4"
"71624099999","2020-06-12","  44.6","000000"," 25.1","  75.7","  54.7"," 20.0"," 0.00","1019.9","999.9","999.2","  61.7"," 15.0"," 14.7"
"71624099999","2020-06-13","  37.0","000000"," 21.0","  64.9","  46.4"," 14.0"," 0.00","1026.0","999.9","005.1","  55.8"," 15.0","  9.3"
"71624099999","2020-06-14","  38.5","000000"," 21.0","  65.7","  46.4"," 15.0"," 0.00","1030.0","999.9","009.0","  56.5"," 15.0","  7.0"
"71624099999","2020-06-15","  38.9","000000"," 15.9","  69.8","  50.0"," 13.0"," 0.00","1031.0","999.9","010.0","  60.7"," 15.0","  6.6"
"71624099999","2020-06-16","  41.9","000000","999.9","  75.2","  50.9","  9.9"," 0.00","1029.1","999.9","008.4","  64.6"," 15.0","  5.8"
"71624099999","2020-06-17","  48.3","000000","999.9","  80.6","  55.4","  8.9"," 0.00","1024.5","999.9","004.0","  67.8"," 15.0","  4.5"
"71624099999","2020-06-18","  52.8","000000","999.9","  84.2","  60.8","  8.0"," 0.00","1020.0","999.9","999.7","  72.2"," 15.0","  4.4"
"71624099999","2020-06-19","  57.2","000000","999.9","  84.7","  59.5","  8.9"," 0.00","1016.4","999.9","996.3","  76.0"," 15.0","  4.6"
"71624099999","2020-06-20","  61.2","000000","999.9","  86.5","  63.7","  8.9"," 0.00","1015.9","999.9","995.9","  76.3"," 15.0","  4.6"
"71624099999","2020-06-21","  64.4","000000"," 15.9","  87.1","  66.0"," 11.1"," 0.00","1012.8","999.9","992.8","  77.2"," 15.0","  5.6"
"71624099999","2020-06-22","  65.7","010000"," 15.9","  87.4","  66.4","  8.9"," 0.00","1011.7","999.9","991.8","  77.1"," 15.0","  4.6"
"71624099999","2020-06-23","  67.7","010000"," 22.9","  86.5","  67.3"," 14.0"," 0.08","1004.7","999.9","984.9","  72.4"," 13.7","  6.1"
"71624099999","2020-06-24","  53.4","010000"," 29.9","  77.9","  59.9"," 22.0"," 0.09","1003.8","999.9","983.7","  66.2"," 15.0"," 15.7"
"71624099999","2020-06-25","  51.6","010000"," 25.1","  79.3","  53.6"," 17.1"," 0.00","1011.2","999.9","990.9","  67.1"," 15.0","  9.1"
"71624099999","2020-06-26","  52.1","000000"," 24.1","  86.0","  59.0"," 15.9"," 0.00","1012.7","999.9","992.6","  73.5"," 15.0","  9.2"
